model,question_id,question,reference_answer,generated_answer,response_time,rouge1,rouge2,rougeL,semantic_similarity,medical_accuracy,groundedness,overall_accuracy,retrieval_quality
Baseline_Model,10,What are the main characteristics of asthma?,"Asthma is characterized by chronic airway inflammation, variable airflow obstruction, bronchial hyperresponsiveness, and symptoms of episodic wheezing, cough (often nocturnal), chest tightness, and dyspnea with reversibility on spirometry.","9% of the population
in the United States suffers from asthma as compared to ∼ 4. THE PATHWAY TO THE DEVELOPMENT OF
ASTHMA
The pathway to development of asthma can be varied. , aging and menopause [see “Etiologic
Mechanisms and Risk Factors” and -1]) that can lead to
the development of asthma.",0.011062860488891602,0.10256410256410256,0.0,0.07692307692307691,0.54570127,0.25,0.9090909090909091,0.36579935061625946,0.5
Baseline_Model,11,What is the stepwise treatment approach for asthma?,"Asthma treatment follows GINA guidelines stepwise approach: Step 1 - as-needed SABA, Step 2 - low-dose ICS, Step 3 - ICS/LABA, Step 4 - medium/high-dose ICS/LABA, Step 5 - add-on therapies (LAMA, biologics). Inhaled corticosteroids are the cornerstone of controller therapy.","The stepwise approach to intensifying and reducing asthma
therapy is outlined in -5. The therapeutic agents
used in treatment are discussed below, and an integrated approach
to care is discussed subsequently. -5 Step Therapy for the Treatment of Asthma Ages
12+ (modified from GINA and NAEPP)
A major change in the stepwise approach, advocated for more
than two decades, has occurred.",0.010524988174438477,0.23076923076923075,0.0196078431372549,0.1346153846153846,0.72715014,1.0,1.0,0.7001135326348817,0.5
General_LLM_GPT3.5,0,What are the main symptoms of diabetes mellitus?,"The main symptoms of diabetes mellitus include polyuria (frequent urination), polydipsia (excessive thirst), polyphagia (increased hunger), unexplained weight loss, fatigue, and blurred vision due to hyperglycemia.","The main symptoms of diabetes mellitus include polyuria, polydipsia, weight loss, fatigue, weakness, blurry vision, frequent superficial infections (vaginitis, fungal skin infections), and slow healing of skin lesions after minor trauma. These symptoms are primarily related to hyperglycemia, osmotic diuresis, and the catabolic state of the patient. Blurred vision in diabetes results from changes in the water content of the lens and resolves as hyperglycemia is controlled. Symptoms usually resolve when plasma glucose is <11.1 mmol/L (200 mg/dL).",14.119395732879639,0.3364485981308411,0.20952380952380953,0.2990654205607477,0.85650367,1.0,0.9206349206349206,0.7918032345927764,0.5
General_LLM_GPT3.5,1,What causes Type 1 diabetes?,"Type 1 diabetes is caused by autoimmune destruction of pancreatic beta cells, leading to absolute insulin deficiency requiring lifelong insulin therapy.","Type 1 diabetes is caused by an autoimmune process triggered in individuals with a genetic predisposition. This process leads to the development of islet autoantibodies, resulting in the destruction of beta cells in the pancreas, leading to insulin deficiency. Despite some individuals with long-standing type 1 diabetes producing a small amount of insulin, the gradual decline in beta cell function is a hallmark of the disease. Additionally, viral infections have been implicated in rare cases of pancreatic islet destruction, such as in fulminant diabetes, which has been observed in Japan.",2.5421648025512695,0.3035714285714286,0.1818181818181818,0.28571428571428575,0.8688241,0.6666666666666666,0.746031746031746,0.6933406335966927,0.5
General_LLM_GPT3.5,2,How is hypertension diagnosed and classified?,Hypertension is diagnosed when systolic BP ≥140 mmHg or diastolic BP ≥90 mmHg on multiple occasions. It is classified as primary (essential) hypertension in 90-95% of cases or secondary hypertension from underlying causes.,"Hypertension is diagnosed and classified based on clinical criteria involving blood pressure readings. The current classification defines hypertension as systolic blood pressure ≥130 mmHg or diastolic blood pressure ≥80 mmHg. This is a change from the previous definition of systolic blood pressure ≥140 mmHg or diastolic blood pressure ≥90 mmHg. Diagnosis typically involves the average of two or more seated blood pressure readings during multiple outpatient visits. The majority of hypertensive patients are diagnosed with primary hypertension, which is often familial and related to a combination of genetic and environmental factors. In about 5-20% of cases, an underlying disorder causing elevated blood pressure can be identified, known as secondary hypertension, which may present with specific clinical features or drug-resistant hypertension.",1.9799809455871582,0.3333333333333333,0.1038961038961039,0.23076923076923075,0.87281346,1.0,0.7682926829268293,0.7928169880157863,0.5
General_LLM_GPT3.5,3,What are the first-line treatments for hypertension?,"First-line treatments for hypertension include lifestyle modifications (DASH diet, exercise, weight loss) and medications such as ACE inhibitors, ARBs, thiazide diuretics, and calcium channel blockers, with target BP <130/80 mmHg.","The first-line treatments for hypertension include ACE inhibitors or ARBs for patients with diabetes and hypertension, as recommended by the ADA. Subsequently, agents that reduce cardiovascular risk such as beta blockers, thiazide diuretics, and calcium channel blockers should be incorporated into the regimen. In general, combinations of antihypertensive agents with complementary mechanisms are often needed to achieve goal blood pressure reductions, considering factors like age, severity of hypertension, cardiovascular risk factors, and comorbid conditions.",1.3895573616027832,0.35514018691588783,0.22857142857142856,0.29906542056074764,0.8098671,1.0,0.8225806451612904,0.7703541027608318,0.5
General_LLM_GPT3.5,4,What causes myocardial infarction?,"Myocardial infarction is typically caused by atherosclerotic plaque rupture with subsequent thrombosis, leading to coronary artery occlusion and myocardial ischemia and necrosis.","Myocardial infarction (MI) is caused by irreversible cellular injury due to severe and prolonged myocardial ischemia. Myocardial ischemia results from an imbalance between myocardial oxygen requirements and supply, often due to atheromatous plaque obstructing epicardial coronary arteries. When ischemia is prolonged, lasting as little as 20 minutes, it leads to MI. Unstable ischemic heart disease, triggered by rupture or erosion of atherosclerotic lesions causing coronary thrombosis, can also result in MI. MI can manifest with acute myocardial injury and may present with ST-segment elevation on the electrocardiogram. Sudden death can be an unheralded presentation of ischemic heart disease, with some patients having macroscopic scars from MI without prior clinical manifestations of myocardial ischemia.",2.1285042762756348,0.2647058823529412,0.07462686567164178,0.1764705882352941,0.7313416,1.0,0.7831325301204819,0.7097884472678689,0.5
General_LLM_GPT3.5,5,What is the treatment for STEMI?,"STEMI treatment includes immediate reperfusion with primary PCI (preferred) or fibrinolytic therapy, dual antiplatelet therapy (aspirin plus P2Y12 inhibitor), anticoagulation, beta-blockers, ACE inhibitors, and high-intensity statins.","The treatment for ST-elevation myocardial infarction (STEMI) involves the rapid identification of patients who are candidates for urgent reperfusion therapy. This management is crucial in the emergency department, where trained personnel and appropriate equipment are available to promptly address the condition. The overarching goal is to avoid inappropriate discharge of patients with STEMI and ensure that patients receive timely medical observation to manage potential arrhythmias effectively. In cases of infrequent, sporadic ventricular premature depolarizations, no therapy is required; however, the prompt management of arrhythmias, such as ventricular premature beats, constitutes a significant advance in the treatment of STEMI. The ""chain of survival"" for STEMI involves an integrated system starting from prehospital care to early hospital management to provide expeditious implementation of a reperfusion strategy.",3.2700843811035156,0.09150326797385622,0.0,0.0522875816993464,0.6350285,0.6666666666666666,0.7045454545454546,0.53189332570905,0.5
General_LLM_GPT3.5,6,What are the most common causes of community-acquired pneumonia?,"The most common causes of community-acquired pneumonia are Streptococcus pneumoniae, Haemophilus influenzae, Mycoplasma pneumoniae, Chlamydophila pneumoniae, and respiratory viruses.","The most common causes of community-acquired pneumonia include Mycoplasma pneumoniae, Chlamydia pneumoniae, and Legionella species. These bacteria are considered significant causes of ""atypical"" community-acquired pneumonia, with M. pneumoniae being the most frequently detected ""atypical"" organism in adults, followed by C. pneumoniae and Legionella species. These pathogens are associated with respiratory illnesses and are prevalent in community settings such as military bases, boarding schools, and summer camps. Additionally, community-associated MRSA (CA-MRSA) strains have emerged as a concern for causing pneumonia in healthy individuals outside of healthcare settings.",3.163877010345459,0.27272727272727276,0.16666666666666669,0.2545454545454545,0.7714173,1.0,0.71875,0.7384359326145866,0.5
General_LLM_GPT3.5,7,How is pneumonia diagnosed and treated?,"Pneumonia is diagnosed through clinical symptoms, physical examination, and chest X-ray showing infiltrate. Treatment includes appropriate antibiotics based on severity (outpatient: amoxicillin or macrolide; inpatient: beta-lactam plus macrolide or fluoroquinolone) plus supportive care.","Pneumonia can be diagnosed based on clinical presentation and radiographic evidence of infiltrate on chest radiography. The gold standard for etiologic diagnosis of pneumococcal pneumonia is pathologic examination of lung tissue. Treatment for community-acquired pneumonia typically involves antibiotics, with penicillin or cephalosporin being ineffective against mycoplasmas. In cases where pneumonia fails to respond to initial treatment, consideration should be given to atypical pathogens like Mycoplasma pneumoniae. Appropriate antimicrobial therapy can shorten the duration of illness. Recurrent wheezing or reactive airway disease may occur following pneumonia resolution. The differential diagnosis for pneumonia includes various cardiac, pulmonary, and infectious conditions, necessitating a comprehensive evaluation to determine the underlying cause and guide appropriate treatment.",2.772585868835449,0.21768707482993196,0.027586206896551727,0.12244897959183673,0.73119664,1.0,0.6436781609195402,0.6996119264031754,0.5
General_LLM_GPT3.5,8,What are the main causes of chronic kidney disease?,"The main causes of chronic kidney disease include diabetes mellitus (45%), hypertension (27%), glomerulonephritis, and polycystic kidney disease.","The main causes of chronic kidney disease (CKD) include diabetic nephropathy, often secondary to type 2 diabetes mellitus, and hypertension. Other causes can include primary glomerulopathy such as focal segmental or global glomerulosclerosis, as well as progressive nephrosclerosis related to systemic vascular disease. These conditions can lead to CKD stages 1 to 5, with stage 5 CKD resulting in uremic syndrome due to toxin accumulation. The diagnosis of CKD is based on history, physical examination, and laboratory studies, with albuminuria being a hallmark of glomerular dysfunction and electrolyte disorders being common in tubular disorders.",2.4084041118621826,0.23214285714285715,0.14545454545454545,0.21428571428571427,0.78661007,1.0,0.7066666666666667,0.7379478905882154,0.5
General_LLM_GPT3.5,9,How is chronic kidney disease managed?,"CKD management includes treating underlying causes, blood pressure control (<130/80) with ACE inhibitor/ARB, diabetes management (HbA1c <7%), dietary modifications (protein and phosphorus restriction), treating complications (anemia, bone disease), and preparing for renal replacement therapy when eGFR <20.","Chronic kidney disease (CKD) is managed by closely monitoring the glomerular filtration rate (GFR) and albuminuria levels to assess disease progression. The Kidney Disease Improving Global Outcome (KDIGO) classification system provides staging based on these parameters. Treatment options for CKD include lifestyle modifications, blood pressure control, and management of underlying conditions like diabetes mellitus and hypertension. In advanced stages, dialysis or kidney transplantation may be necessary to maintain renal function and improve outcomes. Dialysis only partially replaces kidney function, while transplantation offers complete rehabilitation by restoring renal functions, including endocrine and anti-inflammatory effects. Preemptive kidney transplantation from a living donor can be considered in cases of irreversible renal failure.",2.722585439682007,0.21476510067114093,0.027210884353741496,0.1342281879194631,0.63704145,0.7142857142857143,0.6590909090909091,0.5677057679181816,0.5
General_LLM_GPT3.5,10,What are the main characteristics of asthma?,"Asthma is characterized by chronic airway inflammation, variable airflow obstruction, bronchial hyperresponsiveness, and symptoms of episodic wheezing, cough (often nocturnal), chest tightness, and dyspnea with reversibility on spirometry.","The main characteristics of asthma include symptoms such as tightness, mucus production, wheezing, dyspnea, and episodes of acute bronchospasm. Asthma can lead to exacerbations that may require emergency medical care or hospitalization, and in severe cases, can result in death. Asthma is a chronic disease associated with significant morbidity and mortality, affecting approximately 241 million people globally. It is more prevalent among children than adults and is associated with genetic susceptibility, environmental exposures, and endogenous developmental factors. Treatment for asthma often involves corticosteroids, and while asthma mortality has declined globally, further reduction has not occurred in recent years.",1.9760944843292236,0.20634920634920634,0.016129032258064516,0.09523809523809523,0.7246581,0.75,0.75,0.6174877661561209,0.5
General_LLM_GPT3.5,11,What is the stepwise treatment approach for asthma?,"Asthma treatment follows GINA guidelines stepwise approach: Step 1 - as-needed SABA, Step 2 - low-dose ICS, Step 3 - ICS/LABA, Step 4 - medium/high-dose ICS/LABA, Step 5 - add-on therapies (LAMA, biologics). Inhaled corticosteroids are the cornerstone of controller therapy.","The stepwise treatment approach for asthma involves ""stepping"" therapy up or down based on the assessment of asthma control criteria. This approach includes addressing asthma triggers, exposures, and comorbidities, evaluating adherence and inhaler techniques, and intensifying inhaled corticosteroid (ICS) therapy in conjunction with the use of a long-acting beta agonist (LABA) to achieve greater control at lower ICS doses. Additionally, as-needed ICS can be considered instead of regular ICS in milder asthma, with the trigger for use being patient perception of the need for a reliever inhaler. Combination ICS/formoterol can be used as a single agent in multiple studies for both milder and more severe asthma cases.",4.988119602203369,0.26143790849673204,0.026490066225165563,0.11764705882352941,0.76814693,1.0,0.7532467532467533,0.7219819627945718,0.5
Medical_Specialist_GPT4,0,What are the main symptoms of diabetes mellitus?,"The main symptoms of diabetes mellitus include polyuria (frequent urination), polydipsia (excessive thirst), polyphagia (increased hunger), unexplained weight loss, fatigue, and blurred vision due to hyperglycemia.","Diabetes mellitus (DM) encompasses a group of metabolic disorders characterized by chronic hyperglycemia resulting from defects in insulin secretion, insulin action, or both. The main symptoms of diabetes mellitus can be categorized into classic symptoms associated with hyperglycemia and other manifestations related to the disease's complications.

### Classic Symptoms of Diabetes Mellitus:
1. **Polyuria**: Increased urination due to osmotic diuresis caused by elevated blood glucose levels exceeding the renal threshold for glucose reabsorption.
2. **Polydipsia**: Excessive thirst resulting from dehydration secondary to polyuria.
3. **Polyphagia**: Increased hunger due to cellular starvation from insulin deficiency or resistance.
4. **Weight Loss**: Unintentional weight loss occurs due to the catabolic state induced by insulin deficiency, leading to fat and muscle breakdown.
5. **Fatigue**: Generalized weakness and fatigue can result from inadequate glucose utilization by cells.
6. **Blurred Vision**: Changes in lens water content due to osmotic effects of hyperglycemia can lead to refractive changes.
7. **Slow Healing of Skin Lesions**: Impaired wound healing due to microvascular complications and reduced immune response.

### Pathophysiology:
The underlying pathophysiology of diabetes involves a combination of genetic predisposition and environmental factors leading to:
- **Type 1 DM**: Autoimmune destruction of pancreatic beta cells, resulting in absolute insulin deficiency.
- **Type 2 DM**: A combination of insulin resistance and relative insulin deficiency, often associated with obesity and metabolic syndrome.

### Diagnostic Criteria:
According to the American Diabetes Association (ADA), the following criteria are used for the diagnosis of diabetes mellitus:
1. **Fasting Plasma Glucose (FPG)**: ≥ 126 mg/dL (7.0 mmol/L) after no caloric intake for at least 8 hours.
2. **2-Hour Plasma Glucose**: ≥ 200 mg/dL (11.1 mmol/L) during an Oral Glucose Tolerance Test (OGTT) using a glucose load of 75 g.
3. **A1C Test**: ≥ 6.5% (48 mmol/mol).
4. **Random Plasma Glucose**: ≥ 200 mg/dL (11.1 mmol/L) in a patient with classic symptoms of hyperglycemia or hyperglycemic crisis.

### Treatment Protocols:
The management of diabetes mellitus aims to achieve gly",10.26789402961731,0.13068181818181818,0.06857142857142857,0.13068181818181818,0.82534325,1.0,0.33663366336633666,0.7388079892505299,0.5
Medical_Specialist_GPT4,1,What causes Type 1 diabetes?,"Type 1 diabetes is caused by autoimmune destruction of pancreatic beta cells, leading to absolute insulin deficiency requiring lifelong insulin therapy.","Type 1 diabetes mellitus (T1DM) is primarily caused by an autoimmune destruction of pancreatic beta cells, leading to absolute insulin deficiency. The pathophysiology involves a complex interplay of genetic predisposition and environmental triggers, which initiate an autoimmune response characterized by the production of islet autoantibodies. 

### Pathophysiology:
1. **Genetic Predisposition**: Individuals with certain human leukocyte antigen (HLA) genotypes, particularly HLA-DR3 and HLA-DR4, are at increased risk for developing T1DM. These genetic factors may predispose individuals to autoimmune responses.
   
2. **Environmental Triggers**: Various environmental factors, such as viral infections (e.g., enteroviruses), dietary factors, and possibly gut microbiota, may act as triggers that initiate the autoimmune process. This leads to the infiltration of immune cells (particularly CD4+ and CD8+ T lymphocytes) into the pancreatic islets, resulting in beta-cell destruction.

3. **Autoantibody Production**: The autoimmune response is marked by the presence of specific autoantibodies, including:
   - Glutamic acid decarboxylase antibodies (GAD65)
   - Insulin autoantibodies (IAA)
   - Insulinoma-associated antigen-2 antibodies (IA-2A)
   - Islet cell antibodies (ICA)

4. **Beta-Cell Destruction**: The progressive destruction of beta cells results in decreased insulin production, leading to hyperglycemia. Although some individuals may retain residual beta-cell function (as indicated by C-peptide levels) for years after diagnosis, the overall insulin deficiency is significant.

### Diagnostic Criteria:
The diagnosis of T1DM is typically established based on the following criteria:
- **Classic Symptoms**: Polyuria, polydipsia, polyphagia, and unexplained weight loss.
- **Hyperglycemia**: Confirmed by one of the following:
  - Fasting plasma glucose ≥ 126 mg/dL (7.0 mmol/L)
  - Random plasma glucose ≥ 200 mg/dL (11.1 mmol/L) with classic symptoms
  - 2-hour plasma glucose ≥ 200 mg/dL (11.1 mmol/L) during an oral glucose tolerance test (OGTT)
- **Autoantibody Testing**: Presence of one or more diabetes-related autoantibodies can support the diagnosis of T1DM.

### Treatment",7.828999757766724,0.11392405063291139,0.08280254777070063,0.11392405063291139,0.7858214,0.6666666666666666,0.29533678756476683,0.6156954992421065,0.5
Medical_Specialist_GPT4,2,How is hypertension diagnosed and classified?,Hypertension is diagnosed when systolic BP ≥140 mmHg or diastolic BP ≥90 mmHg on multiple occasions. It is classified as primary (essential) hypertension in 90-95% of cases or secondary hypertension from underlying causes.,"Hypertension, or elevated blood pressure, is diagnosed and classified based on specific criteria established by clinical guidelines. The most recent classification, as per the American College of Cardiology/American Heart Association (ACC/AHA) guidelines, defines hypertension as follows:

### Diagnostic Criteria:
1. **Blood Pressure Measurement**: Hypertension is diagnosed when the average of two or more seated blood pressure readings, taken on two or more occasions, is:
   - **Stage 1 Hypertension**: Systolic Blood Pressure (SBP) ≥ 130 mmHg or Diastolic Blood Pressure (DBP) ≥ 80 mmHg.
   - **Stage 2 Hypertension**: SBP ≥ 140 mmHg or DBP ≥ 90 mmHg.

2. **Out-of-Office Measurements**: The diagnosis may also incorporate out-of-office blood pressure measurements, such as home blood pressure monitoring or 24-hour ambulatory blood pressure monitoring, particularly in cases of suspected masked hypertension (where office readings are normal but out-of-office readings are elevated).

### Classification:
- **Primary (Essential) Hypertension**: Accounts for approximately 80-95% of cases, characterized by a multifactorial etiology involving genetic predisposition and environmental factors, leading to increased peripheral vascular resistance and normal or decreased cardiac output.
  
- **Secondary Hypertension**: Represents 5-20% of cases, where identifiable causes such as renal disease, endocrine disorders (e.g., hyperaldosteronism, pheochromocytoma), or medication-induced hypertension are present. Clues to secondary hypertension include:
  - Severe or resistant hypertension
  - Recent onset of hypertension, particularly in younger individuals
  - Specific clinical features suggestive of an underlying disorder.

### Pathophysiology:
The pathophysiology of primary hypertension involves complex interactions between genetic factors, environmental influences (such as diet, physical activity, and stress), and neurohormonal mechanisms. Increased peripheral vascular resistance is a hallmark, often exacerbated by obesity and metabolic syndrome, leading to end-organ damage over time.

### Treatment Protocols:
1. **Lifestyle Modifications**: Initial management should include lifestyle changes such as:
   - Dietary Approaches to Stop Hypertension (DASH) diet
   - Sodium restriction (<2,300 mg/day)
   - Regular physical activity (at least 150 minutes of moderate-intensity exercise per week)
   - Weight loss in overweight individuals
   - Limiting alcohol",11.425135135650635,0.16045845272206305,0.069164265129683,0.12034383954154727,0.7433964,1.0,0.3269230769230769,0.6997784299290283,0.5
