model,question,reference,generated,response_time,rouge1,rouge2,rougeL,semantic_similarity,medical_accuracy,overall_accuracy
Baseline_LSTM,Describe the pathophysiology and management of rheumatoid arthritis.,"Rheumatoid arthritis is an autoimmune disease characterized by chronic synovial inflammation leading to joint destruction. It involves T-cell and B-cell activation, production of rheumatoid factor and anti-CCP antibodies, and cytokine-mediated tissue damage. Treatment includes disease-modifying antirheumatic drugs (DMARDs), biologics, and physiotherapy.","The ability of NSAIDs and glucocorticoids to mask fever frequently is associated with a connective tissue disease such as
rheumatoid arthritis, lupus erythematosus, polyarteritis nodosa,
granulomatosis with polyangiitis, or relapsing polychondritis. phase, but with colchicine treatment most patients show remarkable
improvements in the frequency and severity of subsequent febrile
episodes within weeks to months. If the fever persists and the source remains elusive after
completion of the later-stage investigations, supportive treatment
with nonsteroidal anti-inflammatory drugs (NSAIDs) can be helpful.",0.0245053768157959,0.2047244094488189,0.016,0.11023622047244094,0.39880344,0.4,0.35089778435042523
Baseline_LSTM,Explain the clinical presentation and management of pneumonia.,"Pneumonia is an infection of the alveoli, typically caused by bacteria like Streptococcus pneumoniae. Symptoms include fever, productive cough, pleuritic chest pain, and dyspnea. Diagnosis is based on clinical findings and chest X-ray. Treatment includes appropriate antibiotics, hydration, and supportive care.","Another technique is
SCAMPs, or Standardized Clinical Assessment and Management
Plans. presenting symptoms and signs and can explain all the ancillary
findings. The following case based on a real clinical encounter
provides an example of premature closure.",0.02836441993713379,0.3037974683544304,0.025974025974025976,0.1518987341772152,0.16635446,0.2,0.18874685150535803
Baseline_LSTM,Discuss the causes and management of upper gastrointestinal bleeding.,"Common causes include peptic ulcer disease, esophageal varices, and gastritis. Patients may present with hematemesis or melena. Diagnosis is made via endoscopy. Management includes resuscitation, proton pump inhibitors, endoscopic hemostasis, and in variceal bleeding, octreotide and band ligation.","Very rarely, barium or water-soluble contrast study of the upper
part of the gastrointestinal tract is an appropriate radiographic
investigation and may demonstrate partial intestinal obstruction
that may elude diagnosis by other means. Once established as
hemoptysis, the degree of blood that is being expectorated (volume
and frequency) is the next step as massive or life-threatening
hemoptysis (>400 mL of blood in 24 h or >150 mL at one time)
requires emergent intervention. ANATOMY AND PHYSIOLOGY OF HEMOPTYSIS
Hemoptysis can arise from anywhere in the respiratory tract, from
the glottis to the alveolus.",0.027616500854492188,0.12030075187969924,0.0,0.10526315789473684,0.4645191,0.3333333333333333,0.354815947628559
Baseline_LSTM,Describe the complications of diabetes mellitus and their prevention.,"Chronic complications include microvascular (retinopathy, nephropathy, neuropathy) and macrovascular (coronary artery disease, stroke) effects. Prevention involves strict glycemic control, blood pressure management, lipid control, and regular screening for complications.","These complications of summarizing the absolute treatment difference and does not
provide any unique information. Diabetic Retinopathy A rare disease until 1921, when the discovery
of insulin resulted in a dramatic improvement in life expectancy for
patients with diabetes mellitus, diabetic retinopathy is now a leading
cause of blindness in the United States. Regular
surveillance of the dilated fundus is crucial for any patient with
diabetes.",0.03143811225891113,0.12631578947368421,0.0,0.10526315789473685,0.4873515,0.2857142857142857,0.3525479339253633
Baseline_LSTM,Explain the diagnosis and management of hypothyroidism.,"Hypothyroidism results from thyroid hormone deficiency, commonly due to autoimmune thyroiditis (Hashimoto's). Symptoms include fatigue, weight gain, cold intolerance, and constipation. Diagnosis is made by elevated TSH and low T4. Treatment involves lifelong levothyroxine replacement.","383), particularly in the context of hair loss, dry skin, cold
intolerance, constipation, and weight gain. 386) can
also manifest with unexplained fatigue as a primary or prominent
symptom, often with anorexia, weight loss, nausea, myalgias, and
arthralgias; hyponatremia, hyperkalemia, and hyperpigmentation
may be present at time of diagnosis. Caffeine and alcohol are
prominent causes of sleep problems, and a careful history of the use
of these substances should be obtained.",0.019598722457885742,0.18691588785046728,0.03809523809523809,0.09345794392523364,0.40504268,0.3333333333333333,0.3305587222364461
Baseline_LSTM,Discuss the pathogenesis and treatment of peptic ulcer disease.,"Peptic ulcer disease arises from mucosal damage due to gastric acid and pepsin, often caused by Helicobacter pylori infection or NSAID use. Symptoms include epigastric pain and dyspepsia. Treatment includes H. pylori eradication therapy and proton pump inhibitors.","Alterations in the intensity of pain with changes in position or
movement of the upper extremities and neck are less likely with
myocardial ischemia and suggest a musculoskeletal etiology. The
pain of pericarditis, however, often is worse in the supine position
and relieved by sitting upright and leaning forward. Although
there are many causes, the host and the pattern of lesions, including
the presence of organ system features, narrow the differential
diagnosis (Table 36-1).",0.018075942993164062,0.1592920353982301,0.0,0.08849557522123894,0.2778209,0.0,0.1636892036526604
Baseline_LSTM,Describe the causes and management of chronic liver disease.,"Chronic liver disease is caused by viral hepatitis (B, C), alcohol, non-alcoholic fatty liver disease, or autoimmune hepatitis. Features include jaundice, ascites, and varices. Management includes treating underlying causes, managing complications, and liver transplantation in end-stage cases.","For example, abnormalities of hepatic function may provide the
clue to nonspecific symptoms such as generalized weakness and
increased fatigability, suggesting a diagnosis of chronic liver disease. Liver biopsy is
an invasive procedure that carries the possibility of complications
and even death. In the United States, ∼ 84% of all health care
spending goes to patients with chronic illnesses, and 12% of total
personal health care spending—slightly less than $400 billion in
2015—goes to the 0.",0.028107166290283203,0.17241379310344826,0.05263157894736842,0.12068965517241378,0.53793216,0.4,0.41827642358582595
Baseline_LSTM,Explain the classification and management of shock.,"Shock is a state of inadequate tissue perfusion. It is classified as hypovolemic, cardiogenic, distributive (e.g., septic), or obstructive. Management focuses on rapid recognition, fluid resuscitation, vasopressors, and treatment of the underlying cause.","Pressure on bony prominences and pinprick
stimulation, when necessary, are humane forms of noxious stimuli;
pinching the skin causes ecchymoses and is generally not
performed but may be useful in eliciting abduction withdrawal
movements of the limbs. Posturing in response to noxious stimuli
indicates severe damage to the corticospinal system, whereas
abduction-avoidance movement of a limb is usually purposeful and
denotes an intact corticospinal system. Stupor and drowsiness are
usually accompanied by some degree of confusion when the patient
is alerted (Chap.",0.025701284408569336,0.15384615384615383,0.017391304347826087,0.10256410256410257,0.40154257,0.0,0.22641231272465143
Baseline_LSTM,Discuss the approach to a patient with acute renal failure.,"Acute renal failure (acute kidney injury) is characterized by a sudden decline in renal function. It is classified as prerenal, intrinsic, or postrenal. Evaluation includes history, urine analysis, and renal imaging. Management targets the underlying cause and maintaining fluid-electrolyte balance.","In one study, patients with renal insufficiency
received the appropriate dose only one-third of the time without
decision support, whereas that fraction increased to approximately
two-thirds with decision support; moreover, with such support,
patients with renal insufficiency were discharged from the hospital
half a day earlier. In addition, clinical decision support can
suggest the right dose for a patient, tailoring it to the level of renal
function and age. 314) The edema that
occurs during the acute phase of glomerulonephritis is
characteristically associated with hematuria, proteinuria, and
hypertension.",0.028173208236694336,0.183206106870229,0.01550387596899225,0.12213740458015267,0.57626283,0.6666666666666666,0.5186657669890018
Baseline_LSTM,Explain the etiology and management of deep vein thrombosis (DVT).,"DVT results from venous stasis, endothelial injury, and hypercoagulability (Virchow’s triad). Common in immobilized or postoperative patients. Diagnosis is made using Doppler ultrasound. Treatment includes anticoagulation with heparin and warfarin and prevention with compression stockings.","Venous TOS is due to subclavian vein thrombosis resulting in
swelling of the arm and pain. Diagnostic and therapeutic
procedures are also potential offenders: pulmonary vein stenosis can
result from left atrial procedures, such as pulmonary vein isolation,
and pulmonary artery catheters can lead to rupture of the pulmonary
artery if the distal balloon is kept inflated. ■ EVALUATION AND MANAGEMENT
History The amount or severity of bleeding is the first step in
assessing a patient with hemoptysis.",0.019142866134643555,0.1946902654867257,0.018018018018018018,0.10619469026548672,0.5171981,0.3333333333333333,0.3886875384676773
Baseline_LSTM,Discuss the management of chronic hypertension.,"Management involves lifestyle modifications (salt restriction, weight loss, exercise) and pharmacologic therapy including ACE inhibitors, ARBs, calcium channel blockers, and diuretics. The goal is to reduce cardiovascular and renal complications.","It is
increasingly clear that primordial prevention represents the ultimate
means for reducing the burden of chronic diseases of aging. (<120/<80 mmHg) do have a lower risk compared with untreated
patients with hypertension, but they still have twice the risk of
cardiovascular events as those who maintained optimal blood
pressure without medications. Patients with elevated blood pressure
that is subsequently treated have greater left ventricular mass index,
worse renal function, and more evidence of atherosclerosis and
other target organ damage as a result of the time spent with elevated
blood pressure; such damage cannot be fully reversed despite
efficacious therapy with antihypertensive medications.",0.028354167938232422,0.11940298507462686,0.0,0.05970149253731343,0.5537951,0.6666666666666666,0.4948079973904055
Baseline_LSTM,Describe the causes and management of ascites.,"Ascites is the accumulation of fluid in the peritoneal cavity, most commonly due to cirrhosis. Other causes include heart failure and malignancy. Diagnosis is made by ultrasound and paracentesis. Management includes sodium restriction, diuretics, and therapeutic paracentesis.","TABLE 41-2 Drugs Associated with Edema Formation A, which causes (1) excretion of sodium and water by augmenting
glomerular filtration rate, inhibiting sodium reabsorption in the
proximal tubule, and inhibiting release of renin and aldosterone; and
(2) dilation of arterioles and venules by antagonizing the
vasoconstrictor actions of AII, AVP, and sympathetic stimulation. ■ CLINICAL CAUSES OF EDEMA
A weight gain of several kilograms usually precedes overt The studies that are most useful in the diagnosis of coma are
chemical-toxicologic analysis of blood and urine, cranial CT or MRI,
EEG, and cerebrospinal fluid (CSF) examination. Further discussion of the control of sodium and water balance is
found in Chap.",0.023862838745117188,0.19047619047619044,0.013793103448275864,0.10884353741496597,0.45823255,0.2,0.31904824869567844
Baseline_LSTM,Explain the pathophysiology and management of asthma.,"Asthma involves chronic airway inflammation leading to hyperresponsiveness and reversible airflow obstruction. Triggers include allergens, infections, and exercise. Treatment involves inhaled corticosteroids, bronchodilators, and allergen avoidance.","Cough due to asthma in the absence
of wheezing, shortness of breath, and chest tightness is referred to
as “cough-variant asthma. ” A history suggestive of cough-variant
asthma ties the onset of cough to exposure to typical triggers for
asthma and the resolution of cough to discontinuation of exposure. Objective testing can establish the diagnosis of asthma (airflow and aortic arch and central chemoreceptors in the medulla that are
activated by hypoxemia, hypercapnia, or acidemia, and might
produce a sense of “air hunger”; and (2) mechanoreceptors in the
upper airways, lungs (including stretch receptors, irritant receptors,
and J receptors), and chest wall (including muscle spindles as
stretch receptors and tendon organs that monitor force generation)
that are activated in the setting of an increased work load from a
disease state producing an increase in airway resistance that may
be associated with symptoms of chest tightness (e.",0.026480436325073242,0.10404624277456648,0.0,0.08092485549132947,0.57843906,0.0,0.30771663826325035
Baseline_LSTM,Discuss the differential diagnosis and management of chest pain.,"Chest pain may arise from cardiac (MI, angina), pulmonary (PE, pneumonia), gastrointestinal (reflux), or musculoskeletal causes. Evaluation includes ECG, cardiac enzymes, and imaging. Management depends on the etiology—urgent reperfusion for MI, antibiotics for pneumonia, or PPIs for reflux.","HISTORY
The evaluation of nontraumatic chest discomfort relies heavily on
the clinical history and physical examination to direct subsequent
diagnostic testing. Quality of Pain The quality of chest discomfort alone is never
sufficient to establish a diagnosis. Pressure or The major etiologies of chest discomfort are discussed in this section
and summarized in Table 14-1.",0.02158522605895996,0.16842105263157894,0.02150537634408602,0.10526315789473684,0.57387984,0.0,0.31430834004753516
Baseline_LSTM,Describe the causes and management of anemia of chronic disease.,"Anemia of chronic disease results from impaired iron utilization, decreased erythropoietin response, and cytokine-mediated suppression of erythropoiesis. Common in chronic infections and inflammatory diseases. Management involves treating the underlying disorder and sometimes erythropoietin therapy.","However,
since the concentration of the latter is markedly reduced, the
absolute quantity of reduced hemoglobin may still be low, and,
therefore, patients with severe anemia and even marked arterial
desaturation may not display cyanosis. Conversely, the higher the FIGURE 8-3 The Chronic Care Model, which focuses on improving care for
chronic diseases, suggests that (1) delivery of high-quality care requires a range of
strategies that must closely involve and engage the patient and (2) team care is
essential. However, the more expensive Cardiovascular and Pulmonary Disorders Fatigue is one of the
most taxing symptoms reported by patients with congestive heart
failure and chronic obstructive pulmonary disease and negatively
affects quality of life.",0.02488422393798828,0.17333333333333334,0.013513513513513513,0.10666666666666667,0.45836234,0.6,0.43718117046356203
Medical_RAG_1,What are the primary mechanisms underlying hypertension in essential hypertension?,"Essential hypertension results from a combination of genetic and environmental factors that affect cardiac output and systemic vascular resistance. Mechanisms include increased sympathetic nervous system activity, altered renal sodium handling leading to volume expansion, endothelial dysfunction, and vascular remodeling. Additionally, activation of the renin-angiotensin-aldosterone system (RAAS) contributes to vasoconstriction and sodium retention.","In essential hypertension, the primary mechanisms underlying the condition involve a complex interplay of genetic, environmental, and lifestyle factors. Pathophysiologically, essential hypertension is characterized by increased systemic vascular resistance, altered renal sodium handling, and dysregulation of the renin-angiotensin-aldosterone system.

Genetic factors play a significant role in essential hypertension, with multiple genes implicated in blood pressure regulation. Environmental factors such as high salt intake, obesity, physical inactivity, and excessive alcohol consumption can also contribute to the development of hypertension.

Diagnostic criteria for essential hypertension are typically based on repeated blood pressure measurements showing systolic blood pressure ≥ 130 mmHg and/or diastolic blood pressure ≥ 80 mmHg. Diagnosis may also involve assessing for target organ damage, such as left ventricular hypertrophy, renal dysfunction, and evidence of atherosclerosis.

Treatment protocols for essential hypertension focus on lifestyle modifications and pharmacological interventions. Lifestyle modifications include weight loss, dietary changes (e.g., DASH diet), regular physical activity, smoking cessation, and moderation of alcohol intake. Pharmacological interventions often involve antihypertensive medications targeting different mechanisms, such as diuretics, ACE inhibitors, angiotensin receptor blockers, calcium channel blockers, and beta-blockers.

Overall, the management of essential hypertension aims to reduce blood pressure levels, prevent target organ damage, and lower cardiovascular risk through a combination of lifestyle changes and appropriate pharmacotherapy tailored to individual patient needs.",4.647680759429932,0.24444444444444446,0.12686567164179105,0.17777777777777776,0.7303029,0.8,0.6473736573590172
Medical_RAG_1,Explain the pathophysiology and clinical manifestations of congestive heart failure (CHF).,"Congestive heart failure occurs when the heart cannot maintain adequate cardiac output to meet the body's metabolic demands. Pathophysiologically, it involves systolic or diastolic dysfunction leading to increased ventricular filling pressures and pulmonary or systemic congestion. Clinically, patients present with dyspnea, orthopnea, paroxysmal nocturnal dyspnea, fatigue, and peripheral edema.","Congestive heart failure (CHF) is a complex clinical syndrome characterized by the inability of the heart to pump blood effectively, leading to inadequate tissue perfusion. The pathophysiology of CHF involves impaired systolic emptying or diastolic filling of the ventricles, resulting in a compensatory activation of neurohormonal systems such as the sympathetic nervous system and the renin-angiotensin-aldosterone system (RAAS). These systems lead to vasoconstriction, sodium, and water retention, and increased blood volume, ultimately causing venous congestion and edema.

Clinical manifestations of CHF include orthopnea (shortness of breath when lying flat), paroxysmal nocturnal dyspnea (sudden onset of shortness of breath during sleep), fatigue, exercise intolerance, peripheral edema, and signs of fluid overload such as pulmonary crackles and elevated jugular venous pressure.

Diagnostic criteria for CHF include a combination of clinical symptoms, physical examination findings, imaging studies (such as echocardiography), and laboratory tests (such as B-type natriuretic peptide levels). Treatment protocols for CHF aim to reduce symptoms, improve quality of life, and prolong survival. This typically involves lifestyle modifications, pharmacotherapy (such as diuretics, ACE inhibitors, beta-blockers), device therapy (such as implantable cardioverter-defibrillators), and in some cases, surgical interventions like heart transplantation or ventricular assist devices. Regular monitoring and follow-up are essential in the management of CHF to optimize outcomes and prevent disease progression.",3.3843486309051514,0.2481203007518797,0.06060606060606061,0.18045112781954886,0.7264624,0.5714285714285714,0.5775169261864254
Medical_RAG_1,Discuss the causes and management of iron deficiency anemia.,"Iron deficiency anemia occurs due to inadequate dietary intake, chronic blood loss (especially gastrointestinal), or malabsorption. Laboratory findings include low hemoglobin, microcytic hypochromic red cells, and low ferritin. Management involves treating the underlying cause and replenishing iron stores using oral or intravenous iron supplements.","Iron deficiency anemia is a common hematologic disorder characterized by a decrease in the number of red blood cells due to insufficient iron levels, leading to impaired oxygen transport and symptoms such as fatigue, tachycardia, and breathlessness. The pathophysiology involves inadequate iron intake, chronic blood loss (e.g., gastrointestinal bleeding, heavy menstrual periods), impaired iron absorption (e.g., celiac disease), or increased iron requirements (e.g., pregnancy).

Diagnostic criteria for iron deficiency anemia include low hemoglobin and hematocrit levels, decreased serum ferritin (<30 ng/mL), low transferrin saturation, and elevated total iron-binding capacity. Additional tests such as serum iron levels and peripheral blood smear may also be performed to confirm the diagnosis.

Management of iron deficiency anemia involves addressing the underlying cause, such as treating gastrointestinal bleeding or correcting dietary deficiencies. Oral iron supplementation is the first-line treatment, with ferrous sulfate being the most commonly prescribed form. Intravenous iron therapy may be considered in cases of severe anemia, malabsorption, or intolerance to oral iron. Vitamin C supplementation can enhance iron absorption. Regular monitoring of iron levels and response to treatment is essential to ensure adequate correction of anemia.",3.021307945251465,0.2991452991452991,0.10344827586206896,0.22222222222222224,0.8343605,1.0,0.7693169922910185
Medical_RAG_1,Describe the etiology and diagnostic approach to chronic kidney disease (CKD).,"Chronic kidney disease results from progressive loss of renal function over months to years. Common causes include diabetes mellitus, hypertension, glomerulonephritis, and polycystic kidney disease. Diagnosis relies on persistent reduction in estimated glomerular filtration rate (eGFR) and evidence of kidney damage, such as albuminuria or abnormal imaging findings.","Chronic kidney disease (CKD) is a progressive condition characterized by the gradual loss of kidney function over time. The primary etiology of CKD can be attributed to various factors, including hypertension, diabetes mellitus, glomerulonephritis, polycystic kidney disease, and other systemic conditions affecting the kidneys.

Diagnostic criteria for CKD typically involve assessing kidney function through estimating the glomerular filtration rate (GFR) and evaluating the presence of kidney damage, such as proteinuria or abnormal imaging findings. The most commonly used equation to estimate GFR is the Chronic Kidney Disease Epidemiology Collaboration (CKD-EPI) equation, which takes into account serum creatinine levels, age, sex, and race. Proteinuria is often assessed through urine dipstick testing or quantitative measurements.

Treatment protocols for CKD aim to slow disease progression, manage complications, and prevent further kidney damage. This may involve controlling blood pressure with medications like ACE inhibitors or ARBs, managing blood sugar levels in diabetic patients, addressing proteinuria with angiotensin receptor blockers, and implementing dietary modifications to reduce protein and sodium intake. In advanced stages of CKD, renal replacement therapy such as dialysis or kidney transplantation may be necessary.

Regular monitoring of kidney function, blood pressure, and other relevant parameters is crucial in the management of CKD to prevent complications and optimize patient outcomes.",2.9362547397613525,0.265625,0.12598425196850394,0.23437499999999997,0.7156257,0.8333333333333334,0.6578128516674042
